ts_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pb,ps,ps_ttm,total_share,float_share,free_share,total_mv,circ_mv
002641.SZ,20210528,6.26,0.3228,0.7845,0.92,1.6475,1.0991,0.9953,123538.3866,112973.0855,46485.3477,773350.3001,707211.5152
002641.SZ,20210527,6.22,0.3545,0.8615,1.13,1.6369999999999998,1.0921,0.9890000000000001,123538.3866,112973.0855,46485.3477,768408.7647,702692.5918
002641.SZ,20210526,6.27,0.3478,0.8452,0.97,1.6501,1.1008,0.9969,123538.3866,112973.0855,46485.3477,774585.684,708341.2461
002641.SZ,20210525,6.19,0.3163,0.7687,0.92,1.6291,1.0868,0.9842,123538.3866,112973.0855,46485.3477,764702.6131,699303.3992
002641.SZ,20210524,6.16,0.2565,0.6234,0.65,1.6212,1.0815,0.9794,123538.3866,112973.0855,46485.3477,760996.4615,695914.2067
002641.SZ,20210521,6.18,0.2273,0.5524,0.56,1.6264,1.085,0.9826,123538.3866,112973.0855,46485.3477,763467.2292,698173.6684
002641.SZ,20210520,6.17,0.4192,1.0189,1.09,1.6238,1.0833,0.981,123538.3866,112973.0855,46485.3477,762231.8453,697043.9375
002641.SZ,20210519,6.23,0.5672,1.3784,1.68,1.6396,1.0938,0.9906,123538.3866,112973.0855,46485.3477,769644.1485,703822.3227
002641.SZ,20210518,6.35,0.2543,0.6181,0.66,1.6712,1.1149,1.0096,123538.3866,112973.0855,46485.3477,784468.7549,717379.0929
002641.SZ,20210517,6.36,0.501,1.2176,1.26,1.6738,1.1166,1.0112,123538.3866,112973.0855,46485.3477,785704.1388,718508.8238
002641.SZ,20210514,6.54,0.2885,0.7011,0.62,1.7212,1.1482,1.0398,123538.3866,112973.0855,46485.3477,807941.0484,738843.9792
002641.SZ,20210513,6.52,0.3134,0.7616,0.57,1.7159,1.1447,1.0367,123538.3866,112973.0855,46485.3477,805470.2806,736584.5175
002641.SZ,20210512,6.63,0.3265,0.7935,0.54,1.7449,1.1640000000000001,1.0541,123538.3866,112973.0855,46485.3477,819059.5032,749011.5569
002641.SZ,20210511,6.71,0.5032,1.2229,0.73,1.7659,1.1781,1.0669,123538.3866,112973.0855,46485.3477,828942.5741,758049.4037
002641.SZ,20210510,6.56,0.5592,1.359,0.81,1.7264,1.1518,1.043,123538.3866,112973.0855,46485.3477,810411.8161,741103.4409
002641.SZ,20210507,6.55,0.6205,1.5081,0.84,1.7238,1.15,1.0414,123538.3866,112973.0855,46485.3477,809176.4322,739973.71
002641.SZ,20210506,6.72,0.7178,1.7446,1.03,1.7685,1.1799,1.0685,123538.3866,112973.0855,46485.3477,830177.958,759179.1346
002641.SZ,20210430,6.87,0.6431,1.5629,0.96,1.808,1.2062,1.0923,123538.3866,112973.0855,46485.3477,848708.7159,776125.0974
002641.SZ,20210429,7.07,0.8911,2.1657,1.47,1.8607,1.2413,1.1241,123538.3866,112973.0855,46485.3477,873416.3933,798719.7145
002641.SZ,20210428,6.95,0.5831,1.4959,0.87,1.8291,1.2202,1.105,123538.3866,112973.0855,44032.3477,858591.7869,785162.9442
002641.SZ,20210427,6.89,0.8645,2.101,1.34,1.8133,1.2097,1.0955,123538.3866,112973.0855,46485.3477,851179.4837,778384.5591
002641.SZ,20210426,6.85,0.5087,0.9073,0.79,1.7918,1.3452,1.2007,123538.3866,112973.0855,63333.3477,846237.9482,773865.6357
002641.SZ,20210423,6.76,0.5116,0.9126,0.65,1.7682,1.3276,1.1849,123538.3866,112973.0855,63333.3477,835119.4934,763698.058
002641.SZ,20210422,6.86,0.5588,0.9968,0.61,1.7944,1.3472,1.2024,123538.3866,112973.0855,63333.3477,847473.3321,774995.3665
002641.SZ,20210421,6.81,0.9053,1.6149,0.95,1.7813,1.3374,1.1937,123538.3866,112973.0855,63333.3477,841296.4127,769346.7123
002641.SZ,20210420,6.92,0.7399,1.3199,0.79,1.8101,1.359,1.213,123538.3866,112973.0855,63333.3477,854885.6353,781773.7517
002641.SZ,20210419,7.03,0.522,0.9311,0.53,1.8388,1.3806,1.2322,123538.3866,112973.0855,63333.3477,868474.8578,794200.7911
002641.SZ,20210416,6.97,1.1893,2.1215,1.39,1.8231,1.3688,1.2217,123538.3866,112973.0855,63333.3477,861062.5546,787422.4059
